# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 6 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-GEOD-22966
# Timestamp: Mon, 28-Jan-2019 15:44:11
Gene ID	Gene Name	Design Element	'split root system, one side' vs 'control root system, both sides' in '5 millimolar; potassium chloride' at '2 hour'.foldChange	'split root system, one side' vs 'control root system, both sides' in '5 millimolar; potassium chloride' at '2 hour'.pValue	'split root system, one side' vs 'control root system, both sides' in '5 millimolar; potassium chloride' at '2 hour'.tStat	'split root system, one side' vs 'control root system, both sides' in '5 millimolar; potassium chloride' at '48 hour'.foldChange	'split root system, one side' vs 'control root system, both sides' in '5 millimolar; potassium chloride' at '48 hour'.pValue	'split root system, one side' vs 'control root system, both sides' in '5 millimolar; potassium chloride' at '48 hour'.tStat	'split root system, one side' vs 'control root system, both sides' in '5 millimolar; potassium chloride' at '8 hour'.foldChange	'split root system, one side' vs 'control root system, both sides' in '5 millimolar; potassium chloride' at '8 hour'.pValue	'split root system, one side' vs 'control root system, both sides' in '5 millimolar; potassium chloride' at '8 hour'.tStat	'split root system, one side' vs 'control root system, both sides' in '5 millimolar; potassium nitrate' at '2 hour'.foldChange	'split root system, one side' vs 'control root system, both sides' in '5 millimolar; potassium nitrate' at '2 hour'.pValue	'split root system, one side' vs 'control root system, both sides' in '5 millimolar; potassium nitrate' at '2 hour'.tStat	'split root system, one side' vs 'control root system, both sides' in '5 millimolar; potassium nitrate' at '48 hour'.foldChange	'split root system, one side' vs 'control root system, both sides' in '5 millimolar; potassium nitrate' at '48 hour'.pValue	'split root system, one side' vs 'control root system, both sides' in '5 millimolar; potassium nitrate' at '48 hour'.tStat	'split root system, one side' vs 'control root system, both sides' in '5 millimolar; potassium nitrate' at '8 hour'.foldChange	'split root system, one side' vs 'control root system, both sides' in '5 millimolar; potassium nitrate' at '8 hour'.pValue	'split root system, one side' vs 'control root system, both sides' in '5 millimolar; potassium nitrate' at '8 hour'.tStat
AT1G47890	AtRLP7	259805_at				-0.2	0.392446864413732	-1.23479872485677	-0.1	0.999896457276583	-0.440199853653421									
AT1G47940	AT1G47940	257505_at							0.1	0.999896457276583	1.04867565416116	-0.1	0.999983176775512	-1.0817418567011						
AT1G47960	C/VIF1	259616_at				0.1	0.757593767892307	0.469104248157811	0.1	0.999896457276583	0.27099974313481	-0.2	0.999983176775512	-0.774191934705824						
AT1G47970	AT1G47970	259617_at										-0.1	0.999983176775512	-0.68555728429112						
AT1G47980	AT1G47980	259615_at							0.2	0.999896457276583	1.75043231331175									
AT1G47990	GA2OX4	259614_at							0.1	0.999896457276583	0.826494276804682									
AT1G48000	MYB112	259618_at							0.1	0.999896457276583	0.849291933005799	-0.2	0.999983176775512	-1.27600156523171						
AT1G48030	LPD1	260730_at							-0.1	0.999896457276583	-1.19223067703421									
AT1G48040	AT1G48040	260722_at							-0.1	0.999896457276583	-1.13907358680354									
AT1G48050	KU80	260729_at										0.2	0.999983176775512	2.11365497235445						
AT1G48070	AT1G48070	260723_at							0.1	0.999896457276583	0.664693758416363	-0.1	0.999983176775512	-0.734071886665086						
AT1G48090	AT1G48090	260719_at	-0.3	0.478070061267398	-1.67655348216635	-0.3	0.168167631626213	-2.05246375664971	-0.2	0.999896457276583	-1.3398172035797	0.1	0.999983176775512	0.477642246867505						
AT1G48095	AT1G48095	260720_at							-0.1	0.999896457276583	-0.691497654693821	-0.1	0.999983176775512	-0.474535306444331						
AT1G48100	AT1G48100	260727_at	-0.4	0.203406751296551	-3.01785045252136				0.1	0.999896457276583	0.948152049848652	0.2	0.999983176775512	1.11611594878937						
AT1G48120	MAIL3	260717_at				-0.1	0.614349427031212	-0.741825925002239	-0.2	0.999896457276583	-1.14515885765991									
AT1G48140	DPMS3	260724_at							0.2	0.999896457276583	2.08923134497645									
AT1G48160	SRP19	260726_at							0.1	0.999896457276583	0.787834119706704	0.1	0.999983176775512	0.424492982780504						
AT1G48170	AT1G48170	260725_at							0.1	0.999896457276583	0.965878351093917	0.2	0.999983176775512	1.22961352779898						
AT1G48180	AT1G48180	257493_at							-0.1	0.999896457276583	-1.46670798945614									
AT1G48200	AT1G48200	260715_at										-0.1	0.999983176775512	-1.01642994761649						
AT1G48210	AT1G48210	260728_at							-0.2	0.999896457276583	-1.48410769973632	-0.2	0.999983176775512	-2.70943132854032						
AT1G48240	NPSN12	262245_at										-0.1	0.999983176775512	-0.876167796119325						
AT1G48260	CIPK17	262244_at	0.1	0.881721993662451	0.447524772994422	-0.4	0.0414899999658681	-3.43246815906754												
AT1G48270	GCR1	262234_at							-0.1	0.999896457276583	-1.17494833677553	-0.1	0.999983176775512	-1.52801148872365						
AT1G48280	AT1G48280	262250_at							-0.1	0.999896457276583	-1.19008448719591	0.1	0.999983176775512	0.80654769363602						
AT1G48300	AT1G48300	262238_at	0.4	0.464128726997811	1.75346794034361							0.1	0.999983176775512	0.734009885927795						
AT1G48310	CHR18	262233_at							-0.1	0.999896457276583	-0.666260768988761	-0.1	0.999983176775512	-0.823176192166711						
AT1G48320	DHNAT1	262237_at										-0.1	0.999983176775512	-1.6942844233346						
AT1G48330	AT1G48330	262236_at										-0.1	0.999983176775512	-0.404344711321403						
AT1G48350	RPL18	262235_at							0.1	0.999896457276583	0.809335520172147	0.1	0.999983176775512	0.387674254981272						
AT1G48370	YSL8	262248_at							-0.1	0.999896457276583	-0.816173104666133	-0.1	0.999983176775512	-0.399732191935205						
AT1G48390	AT1G48390	262241_at							0.1	0.999896457276583	1.04069930862306									
AT1G48410	AGO1	262246_at							-0.1	0.999896457276583	-1.50333714696831	0.1	0.999983176775512	0.8865137151931						
AT1G48420	DCD	262247_at										0.1	0.999983176775512	0.947297446628244						
AT1G48430	AT1G48430	261294_at	-0.2	0.746282718819997	-0.919750325908522	-0.4	0.0343090783963053	-3.6294179091	0.1	0.999896457276583	0.893910566453184	0.2	0.999983176775512	1.1709727941145						
AT1G48440	AT1G48440	261304_at										0.1	0.999983176775512	0.822027116049425						
AT1G48450	AT1G48450	261295_at	0.2	0.58491912881275	1.35280345283203															
AT1G48460	AT1G48460	261296_at	-0.1	0.891928832488834	-0.409890995713793							-0.1	0.999983176775512	-0.962872895853382						
AT1G48480	RKL1	261308_at							-0.1	0.999896457276583	-1.46245955567262	-0.1	0.999983176775512	-1.53819853484144						
AT1G48500	TIFY6A	261297_at							-0.1	0.999896457276583	-0.309914319787028									
AT1G48510	AT1G48510	261298_at							-0.2	0.999896457276583	-1.7401631787426	-0.2	0.999983176775512	-1.65396231671918						
AT1G48520	GATB	261307_at							0.1	0.999896457276583	1.14693658709307	0.1	0.999983176775512	0.329413049261124						
AT1G48550	AT1G48550	261299_at										0.1	0.999983176775512	0.352980445123463						
AT1G48560	AT1G48560	261300_at										0.1	0.999983176775512	0.780544282948419						
AT1G48580	AT1G48580	261302_at	0.1	0.854350180467512	0.546898228146108				-0.2	0.999896457276583	-1.71721593664823	0.1	0.999983176775512	0.935090649919956						
AT1G48600	NMT2	261309_at							-0.1	0.999896457276583	-1.14961885019613	-0.1	0.999983176775512	-0.704465805662999						
AT1G48620	HON5	261303_at							-0.1	0.999896457276583	-0.896998749090917	0.1	0.999983176775512	0.367925372244441						
AT1G48640	AT1G48640	256141_at							-0.2	0.999896457276583	-1.93511019533678	-0.2	0.999983176775512	-1.08877704190243						
AT1G48650	AT1G48650	256140_at				-0.1	0.790203315506123	-0.402571003908865	-0.1	0.999896457276583	-1.14506519573533	0.1	0.999983176775512	1.02724589038138						
AT1G48670	AT1G48670	256138_at				-0.4	0.0354880373941395	-3.59452707672097	-0.1	0.999896457276583	-0.510466097922134									
AT1G48690	AT1G48690	256137_at	0.1	0.922366412187371	0.315977603091357	0.4	0.0871285824646772	2.68297195152776							0.2	0.673615305289114	1.05400747290764			
AT1G48730	AT1G48730	256135_at										0.1	0.999983176775512	1.23974742875082						
AT1G48750	AT1G48750	256145_at				0.1	0.778779294557328	0.427779619961801	0.1	0.999896457276583	1.35527022800172									
AT1G48760	DELTA-ADR	256146_at										-0.1	0.999983176775512	-0.647615968123833						
AT1G48780	AT1G48780	256165_at							-0.1	0.999896457276583	-1.08420105602302	-0.1	0.999983176775512	-0.720752698326255						
AT1G48790	AMSH1	256142_at							-0.2	0.999896457276583	-1.58357835574325	0.1	0.999983176775512	0.938805740231747						
AT1G48800	TPS28	256164_at				-0.5	0.014383331065767	-4.66368435134793	-0.1	0.999896457276583	-0.443027309304847	0.2	0.999983176775512	1.29139900418899						
AT1G48820	AT1G48820	256163_at							0.1	0.999896457276583	0.923227866278737	0.1	0.999983176775512	1.22426856152001						
AT1G48830	RPS7A	256143_at							0.1	0.999896457276583	0.849511958295261	0.1	0.999983176775512	0.504720877376618						
AT1G48850	EMB1144	245832_at							-0.1	0.999896457276583	-0.51439577164632									
AT1G48870	AT1G48870	246626_at										0.1	0.999983176775512	0.919501739592563						
AT1G48880	TBL7	246625_at							-0.1	0.999896457276583	-0.83519985553252	0.1	0.999983176775512	0.643689629675336						
AT1G48900	SRP-54C	246628_at										0.1	0.999983176775512	1.20945998476226						
AT1G48930	AtGH9C1	260758_at							-0.2	0.999896457276583	-1.81122519295086	-0.1	0.999983176775512	-1.29097787750569						
AT1G48940	ENODL6	260757_at							0.1	0.999896457276583	0.835908525464032									
AT1G48950	AT1G48950	260764_at										0.1	0.999983176775512	1.27967756496509						
AT1G48960	AT1G48960	260766_at							-0.1	0.999896457276583	-1.63542182145989	-0.1	0.999983176775512	-0.680643313831865						
AT1G48970	AT1G48970	260756_at							-0.2	0.999896457276583	-3.13991418586725	0.1	0.999983176775512	0.649360538998143						
AT1G49000	AT1G49000	260754_at				0.4	0.0406440764351499	3.45677121033295	-0.1	0.999896457276583	-0.461113180269641	-0.2	0.999983176775512	-1.14876799022213	0.5	0.0375251669140464	4.70931335773777	0.6	0.1365228016235	3.21337014462145
AT1G49010	AT1G49010	260769_at										-0.1	0.999983176775512	-1.27139346234935						
AT1G49015	AT1G49015	260762_at							0.1	0.999896457276583	0.950255387894451									
AT1G49030	PCR6	260752_at	-0.1	0.881721993662451	-0.448138061109977	0.4	0.112714760019711	2.46822751991951	-0.2	0.999896457276583	-0.900748419830878	-0.3	0.999983176775512	-0.827690066906901	0.3	0.542910741356605	1.35292486086497			
AT1G49040	SCD1	260751_at				-0.3	0.134873627087011	-2.27324681234959	-0.1	0.999896457276583	-0.702801882833859									
AT1G49050	APCB1	260772_at							-0.1	0.999896457276583	-0.792887787297476									
AT1G49100	AT1G49100	260750_at							-0.2	0.999896457276583	-2.33176463829554	-0.1	0.999983176775512	-1.21296603323265						
AT1G49150	AT1G49150	260761_at							-0.1	0.999896457276583	-0.713709168220245	0.1	0.999983176775512	0.458323405915634						
AT1G49160	WNK7	260771_at	0.2	0.569074336650951	1.42522976601937				0.2	0.999896457276583	0.831558790046729									
AT1G49170	AT1G49170	260760_at	0.3	0.463649506603874	1.75669306520436				0.1	0.999896457276583	0.461372178413203	0.1	0.999983176775512	0.817402597969125						
AT1G49180	AT1G49180	260759_at										0.1	0.999983176775512	0.45504045490143						
AT1G49190	RR19	257492_at							-0.1	0.999896457276583	-1.17828745382508	-0.1	0.999983176775512	-0.896289881829119						
AT1G49200	ATL75	260770_at							0.1	0.999896457276583	0.446397450149869									
AT1G49220	ATL10	260763_at										-0.1	0.999983176775512	-0.712635142878696						
AT1G49230	ATL78	260753_at				0.2	0.166292342404505	2.0618954291811	0.1	0.999896457276583	0.33624914154478				0.4	0.28608784076275	2.16880254250795			
AT1G49240	ACT8	260765_at							-0.1	0.999896457276583	-0.539215628504316									
AT1G49245	AT1G49245	260768_at							0.2	0.999896457276583	2.0051318106626									
AT1G49250	AT1G49250	262447_at										-0.1	0.999983176775512	-0.667994516757423						
AT1G49260	AT1G49260	262390_at										0.1	0.999983176775512	1.24663125791629						
AT1G49270	PERK7	262389_at							0.1	0.999896457276583	1.27788218644395									
AT1G49290	AT1G49290	257469_at							0.1	0.999896457276583	0.815371191520848									
AT1G49300	RABG3E	262401_at										-0.1	0.999983176775512	-0.596546824281372						
AT1G49310	AT1G49310	262446_at	0.4	0.309771864419033	2.28153349622419							-0.1	0.999983176775512	-0.858405171167598						
AT1G49320	USPL1	262388_at										-0.1	0.999983176775512	-0.730908336556842						
AT1G49350	AT1G49350	262398_at										0.1	0.999983176775512	1.37052118856892						
AT1G49380	CCS1	262397_at							0.2	0.999896457276583	1.72834355280977									
AT1G49390	AT1G49390	262416_at										0.1	0.999983176775512	0.619000951185808						
AT1G49400	emb1129	262415_at	0.2	0.571483388136874	1.41785701261253				0.1	0.999896457276583	0.995856477713211	-0.1	0.999983176775512	-0.297795916435828						
AT1G49410	TOM6	262402_at							0.1	0.999896457276583	0.996565611346955	-0.1	0.999983176775512	-0.26674886561746						
AT1G49430	LACS2	262414_at										-0.1	0.999983176775512	-1.58321936554317						
AT1G49450	AT1G49450	262448_at	-0.5	0.309771864419033	-2.29047357767484	-0.4	0.176401471650752	-2.00469933439867	-0.2	0.999896457276583	-1.82039597978269	-0.4	0.999983176775512	-2.55770128013778	0.7	0.028490206410394	5.47005714216171			
AT1G49470	AT1G49470	262396_at				-0.4	0.027385535431405	-3.87981233524792	-0.1	0.999896457276583	-1.03562973317464									
AT1G49500	AT1G49500	262399_at	0.2	0.646828623685148	1.17296321031814	1.2	4.70410270605231E-4	10.3011942009666	0.3	0.999896457276583	0.926794535293815				-0.2	0.711306197364145	-0.942405853044386	-0.5	0.173490295188668	-2.7488973102331
AT1G49510	emb1273	262394_at										-0.1	0.999983176775512	-0.970145934090507						
AT1G49520	AT1G49520	262392_at							-0.1	0.999896457276583	-0.94332705587484									
AT1G49530	GGPP6	262391_at							0.1	0.999896457276583	0.889155991428053									
AT1G49540	ELP2	262395_at										-0.1	0.999983176775512	-0.787510362497131						
AT1G49560	HHO6	261610_at				0.3	0.0406440764351499	3.45373173986833				0.1	0.999983176775512	0.590780576376819	0.2	0.75225652842297	0.835418835623927			
AT1G49570	PER10	261606_at				-1.0	0.00399709525823269	-6.45934491037668	-0.2	0.999896457276583	-1.16617049763019	-0.3	0.999983176775512	-2.02599962583843	0.5	0.0564144127240249	4.01311039132118			
AT1G49580	CRK8	261605_at							-0.1	0.999896457276583	-1.8553142889433									
AT1G49590	ZOP1	261604_at										-0.1	0.999983176775512	-1.13119736498675						
AT1G49600	ATRBP47A	261603_at							-0.1	0.999896457276583	-1.33567534047852									
AT1G49620	KRP7	257483_at							0.1	0.999896457276583	0.45315253384958									
AT1G49630	PREP2	261602_at				-0.4	0.0232092552461359	-4.0840856598032	-0.1	0.999896457276583	-1.06614570235468									
AT1G49650	CXE4	261608_at							0.1	0.999896457276583	1.18930345600464	0.1	0.999983176775512	0.870763794166331				-0.4	0.168346505839696	-2.81322466627561
AT1G49660	CXE5	261607_at							0.1	0.999896457276583	0.766476187885025									
AT1G49700	AT1G49700	261599_at							0.2	0.999896457276583	1.70144789446078	-0.1	0.999983176775512	-0.653656434764145						
AT1G49710	FUT12	261612_at							-0.1	0.999896457276583	-1.07046810372337	-0.1	0.999983176775512	-0.934451547914548						
AT1G49720	ABF1	261613_at				0.4	0.143769097138928	2.20810555146793				0.1	0.999983176775512	0.530580514851441				-0.3	0.405336250953916	-1.60218987425748
AT1G49740	AT1G49740	261609_at				0.2	0.238691369976366	1.71947631063072	-0.1	0.999896457276583	-1.14075073281063	0.1	0.999983176775512	0.386139545813133						
AT1G49750	AT1G49750	261598_at	-0.7	0.0946029769107083	-4.11375230504414				0.2	0.999896457276583	0.983981235674528	0.1	0.999983176775512	0.434421585106352						
AT1G49790	AT1G49790	259808_at							0.1	0.999896457276583	1.5348171722596									
AT1G49800	CEP16	259809_at										-0.1	0.999983176775512	-0.911467595799242						
AT1G49810	NHD2	259810_at							0.2	0.999896457276583	1.9468626053799									
AT1G49820	MTK	259819_at				0.5	0.0155830186980611	4.56008592004893				0.1	0.999983176775512	0.747238162686681						
AT1G49830	AT1G49830	259811_at										-0.1	0.999983176775512	-0.706771120605544						
AT1G49840	AT1G49840	259812_at										0.1	0.999983176775512	0.775759329756135						
AT1G49850	RHY1A	259816_at							-0.1	0.999896457276583	-0.442375738451494									
AT1G49860	GSTF14	259813_at	0.1	0.925190044341214	0.295898345791511	-0.4	0.320019744135916	-1.4408723760131	-0.1	0.999896457276583	-0.450004299338121	-0.3	0.999983176775512	-2.00770425517446	1.4	0.0601618880264685	3.92850070908289	0.3	0.349043495048079	1.82029962531341
AT1G49870	AT1G49870	259815_at										0.1	0.999983176775512	0.91827472184394						
AT1G49880	ERV1	259817_at							-0.1	0.999896457276583	-1.36064883652757									
AT1G49890	QWRF2	259818_at							-0.1	0.999896457276583	-2.02562267833828									
AT1G49900	AT1G49900	259814_at							0.1	0.999896457276583	1.02538619122269									
AT1G49910	BUB3.2	245814_at							0.1	0.999896457276583	0.869514129828517									
AT1G49930	AT1G49930	261633_at							0.1	0.999896457276583	1.16685167219985	0.1	0.999983176775512	0.525588827736765						
AT1G49940	AT1G49940	261631_at										0.1	0.999983176775512	1.20622603478215						
AT1G49975	AT1G49975	261638_at										0.1	0.999983176775512	0.943750526194048						
AT1G50000	AT1G50000	261628_at										0.1	0.999983176775512	0.532639831880958						
AT1G50020	AT1G50020	261635_at										-0.1	0.999983176775512	-0.630731035846626						
AT1G50030	TOR	261659_at	-0.4	0.235480300621844	-2.70457789647799				-0.1	0.999896457276583	-0.612221965055744	0.2	0.999983176775512	1.34193647041445						
AT1G50050	AT1G50050	261657_at							-0.2	0.999896457276583	-0.864441738140347	-0.1	0.999983176775512	-0.427837898426205						
AT1G50060	AT1G50060	261691_at	0.4	0.41920260818762	1.9266022788527	0.2	0.315703327171049	1.45445850955152				-0.1	0.999983176775512	-0.176991618071597						
AT1G50110	BCAT6	261636_at	0.1	0.940124264684801	0.250533256969848				0.1	0.999896457276583	0.476767220379623	0.1	0.999983176775512	0.188376229347384						
AT1G50140	AT1G50140	261689_at				-0.2	0.245521558172623	-1.68845002972129				0.1	0.999983176775512	0.99450587288324						
AT1G50140	AT1G50140	262471_at							-0.2	0.999896457276583	-1.16492000593162									
AT1G50180	AT1G50180	262470_at										0.1	0.999983176775512	0.630999717740407						
AT1G50200	ALATS	262468_at										0.2	0.999983176775512	1.58279525346584						
AT1G50240	TIO	262467_at							0.1	0.999896457276583	0.66753548662064	0.3	0.999983176775512	2.00175688063563						
AT1G50240	TIO	262474_at							-0.1	0.999896457276583	-0.509443731064597	0.1	0.999983176775512	0.589392885550652						
AT1G50250	FTSH1	262473_at										0.2	0.999983176775512	1.37382974223653						
AT1G50270	PCMP-E42	262465_at										0.1	0.999983176775512	1.1242680699434						
AT1G50290	AT1G50290	262421_at							0.2	0.999896457276583	1.9626626083207	-0.2	0.999983176775512	-0.927670392779413						
AT1G50300	TAF15	262420_at							0.1	0.999896457276583	0.549331039719186	0.1	0.999983176775512	0.609014089625996						
AT1G50310	STP9	262463_at				-0.1	0.668652511110892	-0.636885306755037				0.1	0.999983176775512	0.441658876155087						
AT1G50320	ATHX	262418_at							-0.1	0.999896457276583	-0.712301625117244									
AT1G50340	AT1G50340	262475_at										-0.1	0.999983176775512	-1.5273854738282						
AT1G50360	VIII-A	262461_at				-0.4	0.0570773031220437	-3.10864526844133				0.1	0.999983176775512	0.735750996360221						
AT1G50380	AT1G50380	262419_at										0.1	0.999983176775512	0.54972885014162						
AT1G50400	TOM40-2	262459_at										-0.1	0.999983176775512	-0.7578842305944						
AT1G50410	CHR28	261862_at							-0.1	0.999896457276583	-1.19725256216004	0.2	0.999983176775512	0.924851154011593						
AT1G50420	SCL3	261866_at										0.2	0.999983176775512	1.65100338414885						
AT1G50440	AT1G50440	261852_at										0.1	0.999983176775512	0.63694196428057						
AT1G50450	AT1G50450	261861_at				0.4	0.0527941531037018	3.19417225769153	-0.1	0.999896457276583	-0.94750236057635	-0.2	0.999983176775512	-2.64055910028004						
AT1G50460	HKL1	261851_at							-0.1	0.999896457276583	-0.783136239935533	-0.1	0.999983176775512	-0.630776076112313						
AT1G50470	AT1G50470	261850_at							0.1	0.999896457276583	0.635359891854688									
AT1G50490	UBC20	261859_at							0.1	0.999896457276583	0.586010840151755									
AT1G50500	HIT1	261880_at							-0.1	0.999896457276583	-0.793090674079675									
AT1G50510	AT1G50510	261855_at							-0.1	0.999896457276583	-1.10960422965154									
AT1G50520	CYP705A27	261879_at				0.2	0.356124041067043	1.32846759119456												
AT1G50530	AT1G50530	261856_at							0.1	0.999896457276583	2.06109409027649									
AT1G50560	CYP705A25	261878_at				0.4	0.0160188617991932	4.53610223132013	-0.1	0.999896457276583	-0.41531811183656	0.1	0.999983176775512	0.383714589511778						
AT1G50570	AT1G50570	261858_at							0.1	0.999896457276583	0.733122805773433									
AT1G50575	AT1G50575	261867_at							0.1	0.999896457276583	0.977457636526168	-0.1	0.999983176775512	-0.419757470902164						
AT1G50580	UGT79B5	261877_at							0.1	0.999896457276583	1.91626511650596	-0.1	0.999983176775512	-0.574185851800196						
AT1G50600	SCL5	261860_at							-0.1	0.999896457276583	-0.92045630898201									
AT1G50610	PRK5	261875_at							0.1	0.999896457276583	0.710697276782701	0.1	0.999983176775512	0.787965103120344						
AT1G50620	AT1G50620	261857_at	0.1	0.859562266690816	0.509892165908225	0.1	0.796948818573645	0.38867387119826	-0.2	0.999896457276583	-1.73684346243809	0.1	0.999983176775512	0.569847356614621						
AT1G50630	AT1G50630	261863_at							-0.1	0.999896457276583	-0.910508814479499	-0.1	0.999983176775512	-0.328567296660914						
AT1G50640	ERF3	261874_at	0.5	0.292832529940196	2.37795434167481							0.1	0.999983176775512	0.553715305031734						
AT1G50650	KRS	261908_at							0.1	0.999896457276583	0.849264701618269	0.1	0.999983176775512	0.490423671184641						
AT1G50660	AT1G50660	261853_at							-0.2	0.999896457276583	-2.4397192486943	0.1	0.999983176775512	0.519828213130118						
AT1G50700	CPK33	256405_at							-0.1	0.999896457276583	-1.47516242136063									
AT1G50710	AUG4	256406_at							-0.1	0.999896457276583	-1.36345821667306	-0.1	0.999983176775512	-0.678184188215277						
AT1G50720	AT1G50720	257582_at				0.3	0.119656470507983	2.41438646001084				0.1	0.999983176775512	0.523770320108084	-0.3	0.416106001717349	-1.69426429185607			
AT1G50732	AT1G50732	246630_at				-0.2	0.25319844816417	-1.65984715498575	-0.1	0.999896457276583	-1.53708922572942	0.1	0.999983176775512	0.48850430580662						
AT1G50740	FAX5	246631_at										-0.2	0.999983176775512	-1.23047774453552						
AT1G50745	AT1G50745	246629_at							-0.1	0.999896457276583	-0.686160479007242	-0.1	0.999983176775512	-0.700348094687904						
AT1G50890	TOR1L1	256205_at							-0.1	0.999896457276583	-0.865278047095976	-0.1	0.999983176775512	-0.463998165663422						
AT1G50900	LTD	256215_at				0.3	0.104952824238668	2.53194933546123	0.2	0.999896457276583	1.04416693110589	0.1	0.999983176775512	0.286933319484528						
AT1G50910	AT1G50910	256206_at							0.1	0.999896457276583	0.927258326216735									
AT1G50920	AT1G50920	256207_at							-0.1	0.999896457276583	-0.862678546700816	0.1	0.999983176775512	0.234956282346644						
AT1G50930	VUP2	256208_at										-0.1	0.999983176775512	-0.587694400801309						
AT1G50960	GA2OX7	256211_at	0.1	0.946337898231463	0.233220510229559							0.1	0.999983176775512	0.407381194372868						
AT1G50990	BSK11	256213_at				-0.1	0.487054320973378	-1.00823860796136	0.1	0.999896457276583	0.852420759574123	-0.1	0.999983176775512	-0.689960068321511						
AT1G51000	AT1G51000	256214_x_at							-0.1	0.999896457276583	-1.17666533250516									
AT1G51060	HTA10	245750_at							0.1	0.999896457276583	0.630179599270925									
AT1G51090	AT1G51090	245749_at							-0.1	0.999896457276583	-0.520799901903965									
AT1G51100	AT1G51100	245747_at							0.1	0.999896457276583	1.05347628032548									
AT1G51110	PAP12	245744_at							0.1	0.999896457276583	1.49290258834733									
AT1G51110	PAP12	245745_at							0.1	0.999896457276583	0.729637285012585									
AT1G51140	BHLH122	245748_at							0.1	0.999896457276583	0.678120340260973	0.1	0.999983176775512	1.06379095210881						
AT1G51190	PLT2	265145_at							-0.1	0.999896457276583	-2.36679964653674									
AT1G51200	SAP2	265150_at										-0.1	0.999983176775512	-0.707163217384495						
AT1G51210	AT1G51210	265146_at							-0.1	0.999896457276583	-0.765166914703271	-0.1	0.999983176775512	-0.906571743205369	-0.3	0.297342370466978	-2.12980947360836			
AT1G51260	LPAT3	265134_at	-0.5	0.0634974334423799	-4.9130573460633	0.2	0.283490090367834	1.55740810576355												
AT1G51270	AT1G51270	265135_at							-0.1	0.999896457276583	-0.45241481511108									
AT1G51270	AT1G51270	265136_at							-0.2	0.999896457276583	-0.577875291196558	0.1	0.999983176775512	0.627461087935024	0.1	0.91950432847003	0.296383280572463	-0.1	0.762841010963686	-0.69456656837264
AT1G51300	AT1G51300	265138_at							0.1	0.999896457276583	0.721321872703388									
AT1G51310	AT1G51310	265139_at							0.1	0.999896457276583	1.4743943027272									
AT1G51320	FBX11	265140_at							0.1	0.999896457276583	1.35763573706472									
AT1G51340	DTX42	265151_at				0.2	0.264874794848429	1.62572274628068	0.2	0.999896457276583	1.76343733685093									
AT1G51350	AT1G51350	265141_at							-0.2	0.999896457276583	-1.72289307357939	-0.1	0.999983176775512	-0.916106795726898						
AT1G51360	DABB1	265142_at	0.4	0.235480300621844	2.7894172782858				-0.1	0.999896457276583	-0.974474741703592									
AT1G51380	RH34	265147_at	-0.3	0.772426673812123	-0.83563937799792				-0.1	0.999896457276583	-0.595286713083257	0.1	0.999983176775512	0.172390112098649						
AT1G51400	AT1G51400	265149_at	0.3	0.69437552640865	1.06312826922078				0.3	0.999896457276583	1.24092742933366	0.2	0.999983176775512	0.517378384219547				-0.4	0.161199969100159	-2.88353534020908
AT1G51420	ATSPP1	260517_at										-0.1	0.999983176775512	-0.821665352138811						
AT1G51430	AT1G51430	257497_at							-0.1	0.999896457276583	-0.586711680771321	0.2	0.999983176775512	1.45526932728796						
AT1G51450	TRO	260516_at							0.1	0.999896457276583	1.46041859814071	0.1	0.999983176775512	0.483030079608587						
AT1G51460	ABCG13	260515_at							0.1	0.999896457276583	0.714327892437919	-0.1	0.999983176775512	-1.28176999193183	0.2	0.413897965006653	1.70135093182653			
AT1G51480	AT1G51480	260514_at							-0.1	0.999896457276583	-0.806647961279438	-0.1	0.999983176775512	-0.581284100987549						
AT1G51500	ABCG12	260490_at				-0.3	0.105513159289124	-2.52563402380171	0.1	0.999896457276583	0.881258517906044									
AT1G51570	AT1G51570	260511_at				-0.4	0.0122700944470471	-4.8844840578987												
AT1G51580	AT1G51580	260510_at							0.1	0.999896457276583	1.32175633244987	0.1	0.999983176775512	0.600072799497926						
AT1G51590	MNS1	260520_at							-0.1	0.999896457276583	-1.42827192001658									
AT1G51600	GATA28	260488_at										-0.1	0.999983176775512	-0.602761525567902						
AT1G51610	MTPC4	260489_at							-0.1	0.999896457276583	-0.614621741375992									
AT1G51620	AT1G51620	256177_at							-0.1	0.999896457276583	-0.311992952160205	-0.1	0.999983176775512	-0.660508457794467						
AT1G51640	ATEXO70G2	256176_at				0.2	0.182451192655653	1.97452680075202	-0.1	0.999896457276583	-1.19907654072505	-0.1	0.999983176775512	-0.356355343713971						
AT1G51650	AT1G51650	256184_at										0.1	0.999983176775512	0.800398205065346						
AT1G51660	MKK4	256183_at							-0.1	0.999896457276583	-0.77361202038538	-0.1	0.999983176775512	-0.439773299899853						
AT1G51670	HTT5	256175_at							0.1	0.999896457276583	2.05819422184208	-0.1	0.999983176775512	-1.31005426502286						
AT1G51680	4CL1	256186_at							-0.2	0.999896457276583	-1.49457177145007									
AT1G51690	ATB ALPHA	256187_at							0.1	0.999896457276583	0.651693260407914	0.1	0.999983176775512	0.555611073435448						
